year,month,gold,stocks,bonds
1997,9,1455.29,"6,904,707.59","28,742.42"
1997,10,1374.06,"6,674,110.07","29,490.40"
1997,11,1314.3,"7,124,859.70","29,590.24"
1997,12,1280.21,"7,102,995.43","29,977.17"
1998,1,1335.99,"7,335,386.72","30,615.47"
1998,2,1312.75,"7,687,665.10","30,552.04"
1998,3,1327.58,"8,093,811.18","30,581.71"
1998,4,1375.39,"8,175,241.65","30,703.49"
1998,5,1294.38,"8,036,180.94","31,124.23"
1998,6,1309.21,"8,361,087.96","31,548.20"
1998,7,1281.1,"8,272,055.86","31,550.31"
1998,8,1210.27,"7,076,105.33","32,775.92"
1998,9,1301.9,"7,529,403.43","34,459.55"
1998,10,1297.48,"8,237,706.31","34,068.67"
1998,11,1309.21,"8,635,321.06","33,943.82"
1998,12,1272.47,"9,132,932.86","34,309.63"
1999,1,1264.5,"9,465,463.39","34,416.63"
1999,2,1269.59,"9,203,228.85","32,957.25"
1999,3,1238.6,"9,587,970.03","33,201.37"
1999,4,1265.38,"9,959,268.91","33,074.51"
1999,5,1199.87,"9,667,765.33","32,538.88"
1999,6,1156.26,"10,263,755.42","32,283.53"
1999,7,1136.56,"9,938,290.58","32,177.77"
1999,8,1127.05,"9,894,080.78","32,193.98"
1999,9,1344.62,"9,622,844.59","32,545.58"
1999,10,1322.93,"10,165,743.54","32,417.96"
1999,11,1292.61,"10,439,779.76","32,200.08"
1999,12,1287.52,"11,054,642.69","31,733.08"
2000,1,1252.99,"10,499,231.11","31,373.91"
2000,2,1301.46,"10,300,483.90","32,151.55"
2000,3,1221.34,"11,308,116.21","33,260.35"
2000,4,1221.12,"11,087,422.69","32,940.46"
2000,5,1205.18,"10,742,920.95","32,966.35"
2000,6,1279.99,"11,007,769.58","33,777.15"
2000,7,1227.98,"10,835,671.84","33,921.94"
2000,8,1217.13,"11,508,722.82","34,880.69"
2000,9,1213.37,"10,899,016.98","34,866.48"
2000,10,1167.77,"10,855,053.27","35,112.71"
2000,11,1181.94,"9,999,245.85","36,047.50"
2000,12,1206.95,"9,766,515.50","37,196.41"
2001,1,1178.4,"10,404,686.46","37,160.32"
2001,2,1173.09,"9,455,969.55","38,105.53"
2001,3,1146.75,"8,746,556.50","38,232.23"
2001,4,1166.22,"9,545,204.00","37,168.66"
2001,5,1177.95,"9,609,156.18","37,106.24"
2001,6,1194.78,"9,469,400.93","37,302.70"
2001,7,1175.52,"9,282,991.33","38,492.07"
2001,8,1218.9,"8,701,859.98","39,316.54"
2001,9,1287.52,"7,980,803.85","40,247.42"
2001,10,1243.69,"8,151,698.45","41,356.03"
2001,11,1216.02,"8,776,984.92","39,984.68"
2001,12,1223.99,"8,853,876.28","39,255.06"
2002,1,1246.13,"8,724,670.35","39,420.91"
2002,2,1312.75,"8,556,411.71","40,172.01"
2002,3,1341.3,"8,871,633.48","38,694.24"
2002,4,1369.41,"8,339,945.57","39,805.19"
2002,5,1448.65,"8,278,503.58","40,067.14"
2002,6,1412.35,"7,524,383.07","40,925.56"
2002,7,1352.37,"7,089,449.21","42,221.47"
2002,8,1382.91,"6,839,710.88","43,620.75"
2002,9,1427.18,"6,360,457.85","45,560.10"
2002,10,1400.4,"6,920,282.74","44,631.99"
2002,11,1408.81,"7,313,675.58","43,772.85"
2002,12,1517.26,"6,897,122.37","45,289.97"
2003,1,1639.44,"6,716,444.07","44,832.21"
2003,2,1538.96,"6,615,670.45","46,052.13"
2003,3,1484.51,"6,679,901.53","45,746.55"
2003,4,1487.38,"7,230,128.68","45,669.81"
2003,5,1619.3,"7,638,270.88","47,798.14"
2003,6,1527.89,"7,708,156.70","47,272.20"
2003,7,1574.81,"7,844,061.91","43,904.01"
2003,8,1642.32,"8,108,095.69","44,210.16"
2003,9,1702.08,"7,912,115.69","46,163.47"
2003,10,1702.52,"8,359,704.35","44,952.45"
2003,11,1762.28,"8,528,608.32","45,078.34"
2003,12,1847.06,"8,875,532.74","45,497.22"
2004,1,1776.45,"9,071,583.83","46,066.06"
2004,2,1736.39,"9,252,661.35","46,865.39"
2004,3,1872.51,"9,025,820.90","47,519.07"
2004,4,1714.48,"8,884,129.69","45,163.06"
2004,5,1743.47,"9,010,256.68","44,863.33"
2004,6,1743.03,"9,181,167.70","45,182.17"
2004,7,1724.66,"8,916,778.44","45,795.00"
2004,8,1806.55,"8,913,207.32","47,357.26"
2004,9,1825.37,"9,009,742.62","47,481.88"
2004,10,1886.68,"9,149,880.68","47,993.49"
2004,11,2000.89,"9,517,504.52","46,966.01"
2004,12,1938.91,"9,841,372.46","47,594.56"
2005,1,1876.05,"9,601,488.91","48,149.72"
2005,2,1932.49,"9,803,544.76","47,466.40"
2005,3,1892.43,"9,629,943.09","47,105.60"
2005,4,1917.66,"9,490,712.85","48,399.00"
2005,5,1845.51,"9,747,905.16","49,399.94"
2005,6,1933.6,"9,761,741.23","49,805.97"
2005,7,1890.88,"10,134,390.90","48,615.52"
2005,8,1916.78,"10,032,386.79","49,824.01"
2005,9,2095.62,"10,113,642.26","48,716.34"
2005,10,2092.3,"9,945,039.08","47,996.98"
2005,11,2185.92,"10,321,183.31","48,490.21"
2005,12,2270.92,"10,494,358.41","49,064.52"
2006,1,2522.36,"10,598,156.28","48,693.03"
2006,2,2463.48,"10,626,922.18","48,798.44"
2006,3,2585.21,"10,759,212.51","47,782.54"
2006,4,2825.37,"10,858,580.65","47,179.22"
2006,5,2895.09,"10,589,843.70","47,190.37"
2006,6,2657.81,"10,604,171.96","47,278.76"
2006,7,2819.83,"10,669,578.84","48,090.46"
2006,8,2752.32,"10,923,495.34","49,264.46"
2006,9,2663.79,"11,167,239.86","49,856.77"
2006,10,2660.03,"11,570,071.85","50,170.06"
2006,11,2826.03,"11,790,136.46","50,972.93"
2006,12,2814.08,"11,943,426.99","50,146.56"
2007,1,2858.57,"12,136,311.65","49,862.44"
2007,2,2996.9,"11,898,910.94","51,157.43"
2007,3,2937.14,"12,063,357.83","50,982.53"
2007,4,3001.33,"12,564,956.38","51,262.20"
2007,5,2906.6,"13,003,444.96","50,360.38"
2007,6,2870.74,"12,924,311.39","50,044.45"
2007,7,2951.53,"12,390,939.09","51,267.22"
2007,8,2957.06,"12,576,659.62","52,470.84"
2007,9,3265.83,"13,220,501.73","52,458.46"
2007,10,3466.14,"13,254,572.37","53,126.19"
2007,11,3518.15,"12,700,418.62","55,563.71"
2007,12,3702.97,"12,612,316.21","55,432.65"
2008,1,4089.2,"11,855,816.77","57,313.56"
2008,2,4289.51,"11,470,703.71","58,147.79"
2008,3,4148.96,"11,421,156.36","58,700.50"
2008,4,3841.3,"11,977,388.25","57,355.73"
2008,5,3893.32,"12,005,497.90","56,199.68"
2008,6,4129.04,"11,109,708.06","56,710.05"
2008,7,4037.18,"11,016,300.91","56,898.61"
2008,8,3702.97,"11,130,325.44","57,832.80"
2008,9,3970.78,"10,179,847.58","57,923.33"
2008,10,3224.88,"8,470,135.88","57,360.83"
2008,11,3601.15,"7,160,795.21","62,852.10"
2008,12,3829.13,"7,946,060.55","66,646.03"
2009,1,4065.96,"7,272,468.15","63,435.95"
2009,2,4177.73,"6,198,504.73","62,808.57"
2009,3,4065.96,"7,071,052.16","64,593.41"
2009,4,3935.37,"7,747,816.46","62,388.35"
2009,5,4302.79,"8,392,697.64","60,987.37"
2009,6,4165.56,"8,197,406.70","60,865.27"
2009,7,4145.64,"8,817,404.84","61,094.08"
2009,8,4208.72,"9,135,743.82","61,876.04"
2009,9,4432.27,"9,476,668.97","62,509.30"
2009,10,4623.73,"9,360,675.67","62,171.73"
2009,11,5188.14,"9,858,500.75","63,376.22"
2009,12,4887.12,"10,048,869.77","60,316.54"
2010,1,4793.05,"9,825,633.25","61,601.24"
2010,2,4924.75,"10,089,229.53","61,888.23"
2010,3,4911.47,"10,590,226.52","60,925.07"
2010,4,5202.52,"10,757,407.81","61,869.12"
2010,5,5374.06,"9,728,944.82","64,012.06"
2010,6,5491.37,"9,380,253.98","66,002.39"
2010,7,5170.43,"10,258,653.03","66,329.06"
2010,8,5460.38,"9,584,349.69","69,119.47"
2010,9,5803.45,"10,439,670.39","68,918.87"
2010,10,5917.44,"10,847,205.54","68,495.93"
2010,11,6086.76,"10,838,291.40","67,634.75"
2010,12,6242.81,"11,562,634.28","64,697.06"
2011,1,5903.05,"11,836,675.42","64,351.96"
2011,2,6240.59,"12,242,187.67","64,866.69"
2011,3,6334.66,"12,247,054.35","64,831.98"
2011,4,6777.34,"12,587,651.91","65,793.43"
2011,5,6803.9,"12,467,009.59","68,022.06"
2011,6,6675.52,"12,259,195.09","66,700.88"
2011,7,7143.65,"11,960,270.90","69,192.60"
2011,8,8083.22,"11,357,499.50","73,447.74"
2011,9,7211.16,"10,559,109.03","75,050.21"
2011,10,7605.14,"11,713,136.27","74,589.83"
2011,11,7543.16,"11,687,268.83","74,074.75"
2011,12,6969.9,"11,989,801.89","75,623.90"
2012,1,7693.67,"12,335,922.39","76,135.97"
2012,2,7915.01,"12,869,349.93","75,235.40"
2012,3,7351.7,"13,393,535.19","73,695.84"
2012,4,7359.45,"13,209,454.20","75,499.58"
2012,5,6938.91,"12,415,545.97","78,313.42"
2012,6,6947.76,"12,959,691.81","77,856.21"
2012,7,7183.49,"13,106,637.98","79,092.64"
2012,8,7338.42,"13,401,836.83","78,766.42"
2012,9,7884.02,"13,785,271.52","78,305.17"
2012,10,7605.14,"13,494,312.64","77,922.08"
2012,11,7650.51,"13,572,583.23","78,736.90"
2012,12,7366.09,"13,696,287.54","77,720.01"
2013,1,7412.57,"14,405,700.59","76,181.41"
2013,2,7042.94,"14,601,264.97","77,202.08"
2013,3,7093.85,"15,082,027.39","77,462.21"
2013,4,6519.48,"15,440,726.14","78,773.71"
2013,5,6242.81,"15,801,885.85","75,704.86"
2013,6,5326.47,"15,675,829.96","73,447.74"
2013,7,5894.2,"16,383,000.80","73,080.58"
2013,8,6165.34,"15,908,527.50","72,078.34"
2013,9,5913.01,"16,407,391.66","73,519.91"
2013,10,5904.16,"17,161,594.20","74,203.64"
2013,11,5512.39,"17,684,575.77","73,661.95"
2013,12,5318.73,"18,132,306.63","72,232.91"
2014,1,5517.93,"17,505,363.12","74,551.59"
2014,2,5877.6,"18,306,159.86","74,931.80"
2014,3,5728.2,"18,459,997.27","74,624.58"
2014,4,5719.34,"18,596,443.89","75,303.67"
2014,5,5551.13,"19,033,018.39","76,787.15"
2014,6,5812.31,"19,426,170.59","76,733.40"
2014,7,5732.63,"19,158,253.96","76,679.68"
2014,8,5691.68,"19,924,706.62","78,236.28"
2014,9,5356.35,"19,645,305.51","77,532.15"
2014,10,5193.67,"20,125,138.23","78,834.69"
2014,11,5243.47,"20,666,385.61","79,969.91"
2014,12,5308.76,"20,614,322.61","80,193.83"
2015,1,5593.18,"19,995,472.93","83,762.46"
2015,2,5334.22,"21,144,687.07","81,819.17"
2015,3,5220.23,"20,810,269.80","82,645.54"
2015,4,5331.12,"21,009,935.77","82,248.84"
2015,5,5269.59,"21,280,094.61","82,026.77"
2015,6,5201.42,"20,868,129.73","80,812.77"
2015,7,4781.1,"21,305,360.48","82,162.35"
2015,8,4982.29,"20,019,918.47","82,351.32"
2015,9,4969.01,"19,524,554.35","83,776.00"
2015,10,5080.79,"21,171,538.89","83,365.50"
2015,11,4673.09,"21,234,484.80","83,132.07"
2015,12,4702.3,"20,899,575.34","82,882.68"
2016,1,4926.52,"19,862,471.65","85,766.99"
2016,2,5463.26,"19,835,674.52","87,173.57"
2016,3,5460.82,"21,181,273.35","87,252.03"
2016,4,5641.88,"21,263,414.77","87,243.30"
2016,5,5358.57,"21,645,246.55","87,286.92"
2016,6,5830.01,"21,701,356.47","90,115.02"
2016,7,5898.63,"22,501,442.26","90,475.48"
2016,8,5818.73,"22,533,051.94","89,697.39"
2016,9,5878.26,"22,537,262.92","90,047.21"
2016,10,5640.55,"22,126,173.04","88,840.58"
2016,11,5256.31,"22,945,618.39","85,215.88"
2016,12,5131.03,"23,399,146.18","85,241.45"
2017,1,5306.77,"23,842,939.49","85,556.84"
2017,2,5541.83,"24,789,698.57","86,301.19"
2017,3,5496.68,"24,818,573.85","86,499.68"
2017,4,5602.26,"25,073,474.73","87,589.57"
2017,5,5594.51,"25,426,321.86","88,447.95"
2017,6,5503.54,"25,585,026.51","88,129.54"
2017,7,5605.8,"26,111,125.30","88,596.63"
2017,8,5780.43,"26,191,079.19","90,023.03"
2017,9,5696.99,"26,731,342.18","88,861.73"
2017,10,5641.43,"27,355,113.79","88,826.19"
2017,11,5675.74,28194082.77,88710.7161
2017,12,5739.27,28507554.52,89003.4615
2018,1,5946.66,30139718.61,87223.3923
2018,2,5844.62,29028895.46,86543.0498
2018,3,5860.56,28291154.01,87676.7637
2018,4,5826.69,28399709.74,86686.0163
2018,5,5770.25,29083638.17,87674.2369
2018,6,5535.86,29262632.07,87981.0967
2018,7,5397.08,30351634.7,87646.7686
2018,8,5342.41,31340612.93,88663.4711
2018,9,5239.04,31519005.26,87732.5046
2018,10,5390.44,29364679.93,87600.9059
2018,11,5402.61,29963076.29,88897.3993
2018,12,5673.53,27257714.42,91519.8726
2019,1,5854.36,29442008.79,92252.0315
2019,2,5867.42,30387345.98,91910.699
2019,3,5715.58,30977812.58,94493.3897
2019,4,5689.02,32232082.41,94143.7641
2019,5,5737.05,30183797.15,97156.3646
2019,6,6255.87,32311051.92,98487.4068
2019,7,6332.67,32775462.62,98674.5328
2019,8,6757.64,32256254.52,102720.1887
2019,9,6585.21,32859791.55,101651.8987
2019,10,6668.44,33571500.93,101688.5012
2019,11,6446.88,34790114.15,100838.4663
2019,12,6741.92,35840178.88,99618.3181
2020,1,6998.01,35826124.68,102935.608
2020,2,7199.42,32876963.59,105900.1536
2020,3,7421.87,28816213.73,110316.19
2020,4,7544.697448,32510280.39,111507.6048
2020,5,7669.557616,34058662.42,111942.4845
2020,6,7796.484144,34736028.29,111371.5778
2020,7,7925.511229,36694625.19,111672.281
2020,8,8056.673634,39332228.6,110187.0397
2020,9,8190.006698,37837714.27,110341.3016
2020,10,8325.546343,37046906.04,108873.7622
2020,11,8463.329086,40988696.84,108405.6051
2020,12,8603.392051,42038007.48,108654.938
